phase,source_url,destination_url,anchor_text,link_context,http_status,final_url,chain_length,verification,rel,recommended_action
after,https://kujolang.ai/,https://kujolang.ai/,Kujo,header,200,https://kujolang.ai/,0,rendered local route,,none
after,https://kujolang.ai/,https://kujolang.ai/,Home,nav,200,https://kujolang.ai/,0,rendered local route,,none
after,https://kujolang.ai/,https://kujolang.ai/ecosystem/,Ecosystem,nav,200,https://kujolang.ai/ecosystem/,0,rendered local route,,none
after,https://kujolang.ai/,https://kujolang.ai/ethos/,Ethos,nav,200,https://kujolang.ai/ethos/,0,rendered local route,,none
after,https://kujolang.ai/,https://kujolang.ai/writing/,Writing,nav,200,https://kujolang.ai/writing/,0,rendered local route,,none
after,https://kujolang.ai/,https://kujolang.ai/contact/,Contact,nav,200,https://kujolang.ai/contact/,0,rendered local route,,none
after,https://kujolang.ai/,https://kujolang.ai/,Home,nav,200,https://kujolang.ai/,0,rendered local route,,none
after,https://kujolang.ai/,https://kujolang.ai/ecosystem/,Ecosystem,nav,200,https://kujolang.ai/ecosystem/,0,rendered local route,,none
after,https://kujolang.ai/,https://kujolang.ai/ethos/,Ethos,nav,200,https://kujolang.ai/ethos/,0,rendered local route,,none
after,https://kujolang.ai/,https://kujolang.ai/writing/,Writing,nav,200,https://kujolang.ai/writing/,0,rendered local route,,none
after,https://kujolang.ai/,https://kujolang.ai/contact/,Contact,nav,200,https://kujolang.ai/contact/,0,rendered local route,,none
after,https://kujolang.ai/,https://kujolang.ai/assets/prompts/kujo-agent-onboarding.txt,let your agents,body,200,https://kujolang.ai/assets/prompts/kujo-agent-onboarding.txt,0,rendered local route,,none
after,https://kujolang.ai/,https://kujolang.ai/ecosystem/,Explore ecosystem,main,200,https://kujolang.ai/ecosystem/,0,rendered local route,,none
after,https://kujolang.ai/,https://kujolang.ai/,Kujo,footer,200,https://kujolang.ai/,0,rendered local route,,none
after,https://kujolang.ai/,https://kujolang.ai/ecosystem/,Ecosystem,nav,200,https://kujolang.ai/ecosystem/,0,rendered local route,,none
after,https://kujolang.ai/,https://kujolang.ai/ethos/,Ethos,nav,200,https://kujolang.ai/ethos/,0,rendered local route,,none
after,https://kujolang.ai/,https://kujolang.ai/writing/,Writing,nav,200,https://kujolang.ai/writing/,0,rendered local route,,none
after,https://kujolang.ai/,https://kujolang.ai/contact/,Contact,nav,200,https://kujolang.ai/contact/,0,rendered local route,,none
after,https://kujolang.ai/contact/,https://kujolang.ai/,Kujo,header,200,https://kujolang.ai/,0,rendered local route,,none
after,https://kujolang.ai/contact/,https://kujolang.ai/,Home,nav,200,https://kujolang.ai/,0,rendered local route,,none
after,https://kujolang.ai/contact/,https://kujolang.ai/ecosystem/,Ecosystem,nav,200,https://kujolang.ai/ecosystem/,0,rendered local route,,none
after,https://kujolang.ai/contact/,https://kujolang.ai/ethos/,Ethos,nav,200,https://kujolang.ai/ethos/,0,rendered local route,,none
after,https://kujolang.ai/contact/,https://kujolang.ai/writing/,Writing,nav,200,https://kujolang.ai/writing/,0,rendered local route,,none
after,https://kujolang.ai/contact/,https://kujolang.ai/contact/,Contact,nav,200,https://kujolang.ai/contact/,0,rendered local route,,none
