phase,source_url,destination_url,anchor_text,link_context,http_status,final_url,chain_length,verification,rel,recommended_action
after,https://kujolang.ai/,https://agents.kujolang.ai,Agents (opens in a new tab),nav,,https://agents.kujolang.ai,0,not probed in crawl,noopener,none
after,https://kujolang.ai/,https://docs.kujolang.ai,Docs,nav,,https://docs.kujolang.ai,0,not probed in crawl,,none
after,https://kujolang.ai/,https://agents.kujolang.ai,Agents (opens in a new tab),nav,,https://agents.kujolang.ai,0,not probed in crawl,noopener,none
after,https://kujolang.ai/,https://docs.kujolang.ai,Docs,nav,,https://docs.kujolang.ai,0,not probed in crawl,,none
after,https://kujolang.ai/,https://x.com/kujolang,Kujo on X,nav,,https://x.com/kujolang,0,not probed in crawl,,none
after,https://kujolang.ai/,https://github.com/kujolang,Kujo on GitHub,nav,,https://github.com/kujolang,0,not probed in crawl,,none
after,https://kujolang.ai/,https://discord.gg/RqDgyb3BX,Kujo on Discord,nav,,https://discord.gg/RqDgyb3BX,0,not probed in crawl,,none
after,https://kujolang.ai/contact/,https://agents.kujolang.ai,Agents (opens in a new tab),nav,,https://agents.kujolang.ai,0,not probed in crawl,noopener,none
after,https://kujolang.ai/contact/,https://docs.kujolang.ai,Docs,nav,,https://docs.kujolang.ai,0,not probed in crawl,,none
after,https://kujolang.ai/contact/,https://agents.kujolang.ai,Agents (opens in a new tab),nav,,https://agents.kujolang.ai,0,not probed in crawl,noopener,none
after,https://kujolang.ai/contact/,https://docs.kujolang.ai,Docs,nav,,https://docs.kujolang.ai,0,not probed in crawl,,none
after,https://kujolang.ai/contact/,https://github.com/kujolang,Browse GitHub,article,,https://github.com/kujolang,0,not probed in crawl,,none
after,https://kujolang.ai/contact/,https://github.com/kujolang/kujo/blob/main/docs/SECURITY_RESPONSE.md,Read security guidance,article,,https://github.com/kujolang/kujo/blob/main/docs/SECURITY_RESPONSE.md,0,not probed in crawl,,none
after,https://kujolang.ai/contact/,https://x.com/kujolang,Kujo on X,nav,,https://x.com/kujolang,0,not probed in crawl,,none
